Tarih,NoktaId,NoktaTanimi,ParametreAdi,Birim,Deger,Standart
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Demir (Fe),µg/L,10.99,200
21.05.2025,73,514 Sok.. No:3/A Beyazevler,E.coli,Sayı/100 ml,0,0
21.05.2025,73,514 Sok.. No:3/A Beyazevler,E.coli,Sayı/100 ml,0,0
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Klorür (Cl⁻),mg/L,35,250
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Arsenik (As),µg/L,1.42,10
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Tuzluluk,%0,0,---
21.05.2025,73,514 Sok.. No:3/A Beyazevler,pH, ,7.5 (23 °C),"6,5-9,5"
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Alüminyum (Al),µg/L,7.08,200
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Koliform Bakteri, ,0,0
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Koliform Bakteri, ,0,0
21.05.2025,73,514 Sok.. No:3/A Beyazevler,C.perfringens,Sayı/100 ml,0,0
21.05.2025,73,514 Sok.. No:3/A Beyazevler,C.perfringens,Sayı/100 ml,0,0
21.05.2025,73,514 Sok.. No:3/A Beyazevler,İletkenlik,µS/cm,492 (25 °C),2500
21.05.2025,73,514 Sok.. No:3/A Beyazevler,Renk, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Bulanıklık, ,0.3,Tüketicilerce Kabul Edilebilir
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Alüminyum (Al),µg/L,9.82,200
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,E.coli,Sayı/100 ml,0,0
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,E.coli,Sayı/100 ml,0,0
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Oksitlenebilirlik,mg/L O2,0.4,5
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,pH, ,7.7 (23 °C),"6,5-9,5"
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Tuzluluk,%0,0,---
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Toplam sertlik,Fr,19,---
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Renk, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,C.perfringens,Sayı/100 ml,0,0
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,C.perfringens,Sayı/100 ml,0,0
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Koliform Bakteri, ,0,0
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Koliform Bakteri, ,0,0
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,İletkenlik,µS/cm,445 (25 °C),2500
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Klorür (Cl⁻),mg/L,45,250
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Demir (Fe),µg/L,25.84,200
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Arsenik (As),µg/L,0.85,10
21.05.2025,74,Eski Izmir Cad. 3959 Kvs Uzundere,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,İletkenlik,µS/cm,445 (25 °C),2500
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,C.perfringens,Sayı/100 ml,0,0
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,C.perfringens,Sayı/100 ml,0,0
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Demir (Fe),µg/L,28.18,200
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Arsenik (As),µg/L,0.92,10
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,pH, ,7.6 (23 °C),"6,5-9,5"
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Toplam sertlik,Fr,19,---
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Oksitlenebilirlik,mg/L O2,0.4,5
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Koliform Bakteri, ,0,0
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Koliform Bakteri, ,0,0
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,E.coli,Sayı/100 ml,0,0
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,E.coli,Sayı/100 ml,0,0
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Tuzluluk,%0,0,---
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Klorür (Cl⁻),mg/L,45,250
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Alüminyum (Al),µg/L,9.49,200
21.05.2025,75,3948/6 Sok. No:2 C.Çeşme,Renk, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,76,Mithatpaşa Caddesi No:479,E.coli,Sayı/100 ml,0,0
21.05.2025,76,Mithatpaşa Caddesi No:479,E.coli,Sayı/100 ml,0,0
21.05.2025,76,Mithatpaşa Caddesi No:479,pH, ,7.6 (23 °C),"6,5-9,5"
21.05.2025,76,Mithatpaşa Caddesi No:479,Alüminyum (Al),µg/L,8.61,200
21.05.2025,76,Mithatpaşa Caddesi No:479,C.perfringens,Sayı/100 ml,0,0
21.05.2025,76,Mithatpaşa Caddesi No:479,C.perfringens,Sayı/100 ml,0,0
21.05.2025,76,Mithatpaşa Caddesi No:479,Oksitlenebilirlik,mg/L O2,0.6,5
21.05.2025,76,Mithatpaşa Caddesi No:479,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,76,Mithatpaşa Caddesi No:479,Arsenik (As),µg/L,4.73,10
21.05.2025,76,Mithatpaşa Caddesi No:479,Renk, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,76,Mithatpaşa Caddesi No:479,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
21.05.2025,76,Mithatpaşa Caddesi No:479,İletkenlik,µS/cm,566 (25 °C),2500
21.05.2025,76,Mithatpaşa Caddesi No:479,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,76,Mithatpaşa Caddesi No:479,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,76,Mithatpaşa Caddesi No:479,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,76,Mithatpaşa Caddesi No:479,Tuzluluk,%0,0,---
21.05.2025,76,Mithatpaşa Caddesi No:479,Klorür (Cl⁻),mg/L,31,250
21.05.2025,76,Mithatpaşa Caddesi No:479,Demir (Fe),µg/L,16.87,200
21.05.2025,76,Mithatpaşa Caddesi No:479,Koliform Bakteri, ,0,0
21.05.2025,76,Mithatpaşa Caddesi No:479,Koliform Bakteri, ,0,0
21.05.2025,76,Mithatpaşa Caddesi No:479,Toplam sertlik,Fr,26,---
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,İletkenlik,µS/cm,565 (25 °C),2500
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,pH, ,7.6 (23 °C),"6,5-9,5"
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Toplam sertlik,Fr,26,---
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Klorür (Cl⁻),mg/L,31,250
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Koliform Bakteri, ,0,0
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Koliform Bakteri, ,0,0
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Bulanıklık, ,0.6,Tüketicilerce Kabul Edilebilir
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Alüminyum (Al),µg/L,9.98,200
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,C.perfringens,Sayı/100 ml,0,0
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,C.perfringens,Sayı/100 ml,0,0
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Arsenik (As),µg/L,4.53,10
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Renk, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,E.coli,Sayı/100 ml,0,0
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,E.coli,Sayı/100 ml,0,0
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Tuzluluk,%0,0,---
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Oksitlenebilirlik,mg/L O2,0.6,5
21.05.2025,78,Başak Cd. No:16 Bahçe Cafe İnciralti,Demir (Fe),µg/L,15.55,200
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Koliform Bakteri, ,0,0
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Koliform Bakteri, ,0,0
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Klorür (Cl⁻),mg/L,45,250
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Oksitlenebilirlik,mg/L O2,0.4,5
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,İletkenlik,µS/cm,445 (25 °C),2500
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Alüminyum (Al),µg/L,10.34,200
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Renk, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Tuzluluk,%0,0,---
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Demir (Fe),µg/L,27.81,200
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Arsenik (As),µg/L,0.90,10
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,E.coli,Sayı/100 ml,0,0
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,E.coli,Sayı/100 ml,0,0
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,C.perfringens,Sayı/100 ml,0,0
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,C.perfringens,Sayı/100 ml,0,0
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,Toplam sertlik,Fr,19,---
21.05.2025,79,52/74 İle 52/18 Sok. Kvs Esendere,pH, ,7.6 (23 °C),"6,5-9,5"
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Tuzluluk,%0,0,---
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,E.coli,Sayı/100 ml,0,0
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,E.coli,Sayı/100 ml,0,0
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Demir (Fe),µg/L,52.90,200
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Arsenik (As),µg/L,0.50,10
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Klorür (Cl⁻),mg/L,40,250
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,pH, ,7.8 (23 °C),"6,5-9,5"
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Koku, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Toplam sertlik,Fr,16,---
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Oksitlenebilirlik,mg/L O2,0.4,5
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Nitrit (NO₂),mg/L,<0.13,"0,5"
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Alüminyum (Al),µg/L,13.75,200
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Tat, ,0,Tüketicilerce Kabul Edilebilir
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Koliform Bakteri, ,0,0
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Koliform Bakteri, ,0,0
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,İletkenlik,µS/cm,400 (25 °C),2500
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,C.perfringens,Sayı/100 ml,0,0
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,C.perfringens,Sayı/100 ml,0,0
21.05.2025,80,R.Erkutlu Şehitlik Önü No:290/A Kadifekale,Renk, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Tat, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,C.perfringens,Sayı/100 ml,0,0
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,C.perfringens,Sayı/100 ml,0,0
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,E.coli,Sayı/100 ml,0,0
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,E.coli,Sayı/100 ml,0,0
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Alüminyum (Al),µg/L,7.84,200
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Tuzluluk,%0,0,---
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Demir (Fe),µg/L,130.8,200
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Arsenik (As),µg/L,6.69,10
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Toplam sertlik,Fr,29,---
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Nitrit (NO₂),mg/L,<0.13,"0,5"
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,İletkenlik,µS/cm,581 (25 °C),2500
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Oksitlenebilirlik,mg/L O2,0.4,5
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Renk, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Koliform Bakteri, ,0,0
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Koliform Bakteri, ,0,0
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,pH, ,7.5 (22 °C),"6,5-9,5"
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Klorür (Cl⁻),mg/L,25,250
14.05.2025,2,Gaziler Cad. No:185 İtfaiye Önü,Koku, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,3,854 Sok No:51/A,Koliform Bakteri, ,0,0
14.05.2025,3,854 Sok No:51/A,Koliform Bakteri, ,0,0
14.05.2025,3,854 Sok No:51/A,Demir (Fe),µg/L,128.1,200
14.05.2025,3,854 Sok No:51/A,Koku, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,3,854 Sok No:51/A,pH, ,7.5 (22 °C),"6,5-9,5"
14.05.2025,3,854 Sok No:51/A,Alüminyum (Al),µg/L,7.80,200
14.05.2025,3,854 Sok No:51/A,Tuzluluk,%0,0,---
14.05.2025,3,854 Sok No:51/A,Klorür (Cl⁻),mg/L,25,250
14.05.2025,3,854 Sok No:51/A,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
14.05.2025,3,854 Sok No:51/A,Tat, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,3,854 Sok No:51/A,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
14.05.2025,3,854 Sok No:51/A,Oksitlenebilirlik,mg/L O2,0.4,5
14.05.2025,3,854 Sok No:51/A,Renk, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,3,854 Sok No:51/A,İletkenlik,µS/cm,581 (25 °C),2500
14.05.2025,3,854 Sok No:51/A,Nitrit (NO₂),mg/L,<0.13,"0,5"
14.05.2025,3,854 Sok No:51/A,Arsenik (As),µg/L,6.72,10
14.05.2025,3,854 Sok No:51/A,E.coli,Sayı/100 ml,0,0
14.05.2025,3,854 Sok No:51/A,E.coli,Sayı/100 ml,0,0
14.05.2025,3,854 Sok No:51/A,C.perfringens,Sayı/100 ml,0,0
14.05.2025,3,854 Sok No:51/A,C.perfringens,Sayı/100 ml,0,0
14.05.2025,3,854 Sok No:51/A,Toplam sertlik,Fr,30,---
14.05.2025,4,Kazım Dirik Cad. No.46,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
14.05.2025,4,Kazım Dirik Cad. No.46,Koliform Bakteri, ,0,0
14.05.2025,4,Kazım Dirik Cad. No.46,Koliform Bakteri, ,0,0
14.05.2025,4,Kazım Dirik Cad. No.46,İletkenlik,µS/cm,541 (25 °C),2500
14.05.2025,4,Kazım Dirik Cad. No.46,Oksitlenebilirlik,mg/L O2,0.4,5
14.05.2025,4,Kazım Dirik Cad. No.46,Koku, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,4,Kazım Dirik Cad. No.46,C.perfringens,Sayı/100 ml,0,0
14.05.2025,4,Kazım Dirik Cad. No.46,C.perfringens,Sayı/100 ml,0,0
14.05.2025,4,Kazım Dirik Cad. No.46,pH, ,7.6 (22 °C),"6,5-9,5"
14.05.2025,4,Kazım Dirik Cad. No.46,Tat, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,4,Kazım Dirik Cad. No.46,Klorür (Cl⁻),mg/L,31,250
14.05.2025,4,Kazım Dirik Cad. No.46,E.coli,Sayı/100 ml,0,0
14.05.2025,4,Kazım Dirik Cad. No.46,E.coli,Sayı/100 ml,0,0
14.05.2025,4,Kazım Dirik Cad. No.46,Demir (Fe),µg/L,21.57,200
14.05.2025,4,Kazım Dirik Cad. No.46,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
14.05.2025,4,Kazım Dirik Cad. No.46,Nitrit (NO₂),mg/L,<0.13,"0,5"
14.05.2025,4,Kazım Dirik Cad. No.46,Alüminyum (Al),µg/L,7.61,200
14.05.2025,4,Kazım Dirik Cad. No.46,Arsenik (As),µg/L,1.41,10
14.05.2025,4,Kazım Dirik Cad. No.46,Renk, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,4,Kazım Dirik Cad. No.46,Tuzluluk,%0,0,---
14.05.2025,4,Kazım Dirik Cad. No.46,Toplam sertlik,Fr,25,---
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Nitrit (NO₂),mg/L,<0.13,"0,5"
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Tuzluluk,%0,0,---
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,E.coli,Sayı/100 ml,0,0
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,E.coli,Sayı/100 ml,0,0
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,pH, ,7.6 (22 °C),"6,5-9,5"
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Toplam sertlik,Fr,25,---
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Klorür (Cl⁻),mg/L,31,250
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Arsenik (As),µg/L,1.55,10
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Koliform Bakteri, ,0,0
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Koliform Bakteri, ,0,0
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Renk, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Bulanıklık, ,0.5,Tüketicilerce Kabul Edilebilir
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Alüminyum (Al),µg/L,7.54,200
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Tat, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,İletkenlik,µS/cm,542 (25 °C),2500
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Koku, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,C.perfringens,Sayı/100 ml,0,0
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,C.perfringens,Sayı/100 ml,0,0
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Oksitlenebilirlik,mg/L O2,0.4,5
14.05.2025,5,İzsu Narlıdere Teknik Amirlik,Demir (Fe),µg/L,22.84,200
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Tuzluluk,%0,0,---
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,C.perfringens,Sayı/100 ml,0,0
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,C.perfringens,Sayı/100 ml,0,0
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Demir (Fe),µg/L,16.97,200
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Alüminyum (Al),µg/L,7.39,200
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Bulanıklık, ,0.4,Tüketicilerce Kabul Edilebilir
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Oksitlenebilirlik,mg/L O2,0.4,5
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Arsenik (As),µg/L,1.49,10
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Klorür (Cl⁻),mg/L,31,250
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Nitrit (NO₂),mg/L,<0.13,"0,5"
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Renk, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Koku, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,E.coli,Sayı/100 ml,0,0
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,E.coli,Sayı/100 ml,0,0
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,pH, ,7.6 (22 °C),"6,5-9,5"
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Toplam sertlik,Fr,25,---
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Tat, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Koliform Bakteri, ,0,0
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,Koliform Bakteri, ,0,0
14.05.2025,6,M.Pasa Cad. İle Hüseyin Ögütcen Kavşağı,İletkenlik,µS/cm,541 (25 °C),2500
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Tuzluluk,%0,0,---
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Alüminyum (Al),µg/L,7.10,200
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Arsenik (As),µg/L,1.44,10
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Tat, ,0,Tüketicilerce Kabul Edilebilir
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,pH, ,7.6 (22 °C),"6,5-9,5"
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Toplam sertlik,Fr,25,---
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Demir (Fe),µg/L,18.75,200
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Nitrit (NO₂),mg/L,<0.13,"0,5"
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Amonyum (NH₄⁺),mg/L,<0.06,"0,5"
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Koliform Bakteri, ,0,0
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Koliform Bakteri, ,0,0
14.05.2025,7,65/17 Sok. No:45 Yumurtacı Ahmet Camii,Klorür (Cl⁻),mg/L,31,250
